# File: ./example_outputs/basins235/Ref_veg_carbon_Mg_per_ha.csv,,,,,,,,,,,
# Author: moirai,,,,,,,,,,,
# Description: ref veg soil and veg carbon density (Mg/ha) for hyde land cells in country X glu X land type,,,,,,,,,,,
# Original source: soil c for sage pot veg; veg c for sage pot veg; reference veg; country raster; new glu raster; hyde land area,,,,,,,,,,,
# ----------,,,,,,,,,,,
iso,glu_code,land_type,land_cover,GCAM_GLU_name,c_type,weighted_average,median_value,min_value,max_value,q1_value,q3_value
fin,8,1306,Tundra,ScndnvN,clay content (0-30 cms),10,10,3,14,7,11
arg,206,1103,DenseShrubland,RioLaPlata,veg_c (above ground biomass),2,2,0,39,0,3
arg,206,1103,DenseShrubland,RioLaPlata,veg_c (below ground biomass),3,2,1,55,1,5
fin,8,1307,Tundra,ScndnvN,clay content (0-30 cms),10,10,3,14,7,11
arg,206,1104,DenseShrubland,RioLaPlata,veg_c (above ground biomass),3,2,1,49,0,4
arg,206,1104,DenseShrubland,RioLaPlata,veg_c (below ground biomass),3,2,0,45,0,4
che,62,1201,OpenShrubland,RhoneR,clay content (0-30 cms),10,11,9,12,9,11
arg,206,1105,DenseShrubland,RioLaPlata,veg_c (above ground biomass),3,2,0,46,0,4
arg,206,1105,DenseShrubland,RioLaPlata,veg_c (below ground biomass),3,2,1,48,0,4
che,62,1202,OpenShrubland,RhoneR,clay content (0-30 cms),10,11,9,12,9,11
arg,206,1106,DenseShrubland,RioLaPlata,veg_c (above ground biomass),1,1,0,36,0,3
arg,206,1106,DenseShrubland,RioLaPlata,veg_c (below ground biomass),1,2,1,58,1,5
che,62,1205,OpenShrubland,RhoneR,clay content (0-30 cms),10,11,9,12,9,11
arg,206,1107,DenseShrubland,RioLaPlata,veg_c (above ground biomass),1,2,1,54,1,5
arg,206,1107,DenseShrubland,RioLaPlata,veg_c (below ground biomass),1,2,0,40,0,3
che,62,1207,OpenShrubland,RhoneR,clay content (0-30 cms),10,11,9,12,9,11
arg,206,1201,OpenShrubland,RioLaPlata,veg_c (below ground biomass),1,0,0,51,0,1
rus,4,402,TemperateNeedleleafEvergreenForest/Woodland,SiberiaW,clay content (0-30 cms),11,11,11,12,11,11
arg,206,1202,OpenShrubland,RioLaPlata,veg_c (above ground biomass),1,0,0,56,0,1
arg,206,1202,OpenShrubland,RioLaPlata,veg_c (below ground biomass),1,0,0,39,0,1
rus,4,405,TemperateNeedleleafEvergreenForest/Woodland,SiberiaW,clay content (0-30 cms),11,11,11,12,11,11
arg,206,1203,OpenShrubland,RioLaPlata,veg_c (above ground biomass),1,0,0,52,0,1
arg,206,1203,OpenShrubland,RioLaPlata,veg_c (below ground biomass),1,0,0,43,0,1
sau,94,1401,Desert,ArabianP,clay content (0-30 cms),3,4,0,38,1,12
sau,94,1402,Desert,ArabianP,clay content (0-30 cms),3,4,0,38,1,12
sau,94,1403,Desert,ArabianP,clay content (0-30 cms),8,4,0,38,1,12
arg,206,1207,OpenShrubland,RioLaPlata,veg_c (below ground biomass),1,0,0,51,0,1
sau,94,1405,Desert,ArabianP,clay content (0-30 cms),4,4,0,38,1,12
sau,94,1406,Desert,ArabianP,clay content (0-30 cms),13,4,0,38,1,12
sau,94,1407,Desert,ArabianP,clay content (0-30 cms),9,4,0,38,1,12
arg,206,1303,Tundra,RioLaPlata,veg_c (above ground biomass),5,0,1,77,0,0
arg,206,1303,Tundra,RioLaPlata,veg_c (below ground biomass),2,0,0,25,0,0
nor,12,1201,OpenShrubland,Sweden,clay content (0-30 cms),9,5,5,14,5,12
nor,12,1202,OpenShrubland,Sweden,clay content (0-30 cms),6,5,5,14,5,12
arg,206,1306,Tundra,RioLaPlata,veg_c (above ground biomass),5,0,1,77,0,0
arg,206,1306,Tundra,RioLaPlata,veg_c (below ground biomass),2,0,0,25,0,0
nor,12,1203,OpenShrubland,Sweden,clay content (0-30 cms),6,5,5,14,5,12
nor,12,1205,OpenShrubland,Sweden,clay content (0-30 cms),6,5,5,14,5,12
nor,12,1206,OpenShrubland,Sweden,clay content (0-30 cms),6,5,5,14,5,12
dza,144,1401,Desert,AfrIntN,clay content (0-30 cms),8,7,0,36,3,12
dza,144,1402,Desert,AfrIntN,clay content (0-30 cms),10,7,0,36,3,12
dza,144,1403,Desert,AfrIntN,clay content (0-30 cms),19,7,0,36,3,12
dza,144,1405,Desert,AfrIntN,clay content (0-30 cms),24,7,0,36,3,12
dza,144,1406,Desert,AfrIntN,clay content (0-30 cms),17,7,0,36,3,12
dza,144,1407,Desert,AfrIntN,clay content (0-30 cms),13,7,0,36,3,12
fin,13,601,BorealEvergreenForest/Woodland,Finland,clay content (0-30 cms),7,7,0,36,5,12
fin,13,602,BorealEvergreenForest/Woodland,Finland,clay content (0-30 cms),9,7,0,36,5,12
fin,13,603,BorealEvergreenForest/Woodland,Finland,clay content (0-30 cms),7,7,0,36,5,12
fin,13,604,BorealEvergreenForest/Woodland,Finland,clay content (0-30 cms),8,7,0,36,5,12
fin,13,605,BorealEvergreenForest/Woodland,Finland,clay content (0-30 cms),9,7,0,36,5,12
fin,13,606,BorealEvergreenForest/Woodland,Finland,clay content (0-30 cms),7,7,0,36,5,12
fin,13,607,BorealEvergreenForest/Woodland,Finland,clay content (0-30 cms),7,7,0,36,5,12
rus,13,1001,Grassland/Steppe,Finland,clay content (0-30 cms),8,7,0,30,5,12
rus,13,1002,Grassland/Steppe,Finland,clay content (0-30 cms),13,7,0,30,5,12
rus,13,1003,Grassland/Steppe,Finland,clay content (0-30 cms),10,7,0,30,5,12
arg,209,202,TropicalDeciduousForest/Woodland,Pampas,veg_c (below ground biomass),1,1,1,5,1,0
rus,13,1004,Grassland/Steppe,Finland,clay content (0-30 cms),10,7,0,30,5,12
rus,13,1005,Grassland/Steppe,Finland,clay content (0-30 cms),10,7,0,30,5,12
rus,13,1006,Grassland/Steppe,Finland,clay content (0-30 cms),8,7,0,30,5,12
rus,13,1007,Grassland/Steppe,Finland,clay content (0-30 cms),9,7,0,30,5,12
aut,54,1501,PolarDesert/Rock/Ice,DanubeR,clay content (0-30 cms),8,8,5,17,6,12
aut,54,1502,PolarDesert/Rock/Ice,DanubeR,clay content (0-30 cms),8,8,5,17,6,12
aut,54,1503,PolarDesert/Rock/Ice,DanubeR,clay content (0-30 cms),7,8,5,17,6,12
aut,54,1505,PolarDesert/Rock/Ice,DanubeR,clay content (0-30 cms),8,8,5,17,6,12
aut,54,1506,PolarDesert/Rock/Ice,DanubeR,clay content (0-30 cms),7,8,5,17,6,12
aut,54,1507,PolarDesert/Rock/Ice,DanubeR,clay content (0-30 cms),9,8,5,17,6,12
can,40,601,BorealEvergreenForest/Woodland,StLwrncR,clay content (0-30 cms),9,8,3,30,6,12
can,40,602,BorealEvergreenForest/Woodland,StLwrncR,clay content (0-30 cms),10,8,3,30,6,12
can,40,603,BorealEvergreenForest/Woodland,StLwrncR,clay content (0-30 cms),10,8,3,30,6,12
can,40,604,BorealEvergreenForest/Woodland,StLwrncR,clay content (0-30 cms),8,8,3,30,6,12
can,40,605,BorealEvergreenForest/Woodland,StLwrncR,clay content (0-30 cms),9,8,3,30,6,12
can,40,606,BorealEvergreenForest/Woodland,StLwrncR,clay content (0-30 cms),10,8,3,30,6,12
can,40,607,BorealEvergreenForest/Woodland,StLwrncR,clay content (0-30 cms),9,8,3,30,6,12
arg,210,1003,Grassland/Steppe,ArgCstN,veg_c (below ground biomass),1,1,0,39,0,1
isl,11,1201,OpenShrubland,Iceland,clay content (0-30 cms),8,8,4,17,6,12
arg,210,1004,Grassland/Steppe,ArgCstN,veg_c (below ground biomass),1,1,0,39,0,1
isl,11,1202,OpenShrubland,Iceland,clay content (0-30 cms),9,8,4,17,6,12
arg,210,1005,Grassland/Steppe,ArgCstN,veg_c (below ground biomass),1,1,0,39,0,1
isl,11,1203,OpenShrubland,Iceland,clay content (0-30 cms),10,8,4,17,6,12
arg,210,1006,Grassland/Steppe,ArgCstN,veg_c (below ground biomass),1,1,0,43,1,1
isl,11,1205,OpenShrubland,Iceland,clay content (0-30 cms),8,8,4,17,6,12
arg,210,1007,Grassland/Steppe,ArgCstN,veg_c (below ground biomass),1,1,0,38,0,1
isl,11,1206,OpenShrubland,Iceland,clay content (0-30 cms),9,8,4,17,6,12
isl,11,1207,OpenShrubland,Iceland,clay content (0-30 cms),9,8,4,17,6,12
ner,151,1201,OpenShrubland,LChad,clay content (0-30 cms),13,8,2,35,5,12
ner,151,1202,OpenShrubland,LChad,clay content (0-30 cms),9,8,2,35,5,12
ner,151,1205,OpenShrubland,LChad,clay content (0-30 cms),21,8,2,35,5,12
ner,151,1206,OpenShrubland,LChad,clay content (0-30 cms),4,8,2,35,5,12
ner,151,1207,OpenShrubland,LChad,clay content (0-30 cms),18,8,2,35,5,12
nor,8,1,Unknown,ScndnvN,clay content (0-30 cms),8,8,0,22,0,12
nor,8,2,Unknown,ScndnvN,clay content (0-30 cms),8,8,0,22,0,12
nor,8,3,Unknown,ScndnvN,clay content (0-30 cms),8,8,0,22,0,12
nor,8,4,Unknown,ScndnvN,clay content (0-30 cms),4,8,0,22,0,12
arg,210,1307,Tundra,ArgCstN,veg_c (below ground biomass),1,0,0,6,0,0
nor,8,5,Unknown,ScndnvN,clay content (0-30 cms),7,8,0,22,0,12
nor,8,6,Unknown,ScndnvN,clay content (0-30 cms),8,8,0,22,0,12
nor,8,7,Unknown,ScndnvN,clay content (0-30 cms),7,8,0,22,0,12
pol,21,1001,Grassland/Steppe,DnkGrmCst,clay content (0-30 cms),11,8,4,13,4,12
pol,21,1002,Grassland/Steppe,DnkGrmCst,clay content (0-30 cms),11,8,4,13,4,12
rus,8,1,Unknown,ScndnvN,clay content (0-30 cms),8,8,0,19,7,12
rus,8,2,Unknown,ScndnvN,clay content (0-30 cms),9,8,0,19,7,12
rus,8,3,Unknown,ScndnvN,clay content (0-30 cms),5,8,0,19,7,12
rus,8,6,Unknown,ScndnvN,clay content (0-30 cms),6,8,0,19,7,12
rus,8,7,Unknown,ScndnvN,clay content (0-30 cms),14,8,0,19,7,12
usa,232,1001,Grassland/Steppe,UsaCstNE,clay content (0-30 cms),9,8,0,24,5,12
usa,232,1002,Grassland/Steppe,UsaCstNE,clay content (0-30 cms),8,8,0,24,5,12
usa,232,1003,Grassland/Steppe,UsaCstNE,clay content (0-30 cms),7,8,0,24,5,12
usa,232,1004,Grassland/Steppe,UsaCstNE,clay content (0-30 cms),8,8,0,24,5,12
usa,232,1005,Grassland/Steppe,UsaCstNE,clay content (0-30 cms),9,8,0,24,5,12
usa,232,1006,Grassland/Steppe,UsaCstNE,clay content (0-30 cms),6,8,0,24,5,12
usa,232,1007,Grassland/Steppe,UsaCstNE,clay content (0-30 cms),11,8,0,24,5,12
blr,30,401,TemperateNeedleleafEvergreenForest/Woodland,WislaR,clay content (0-30 cms),10,9,3,18,6,12
blr,30,402,TemperateNeedleleafEvergreenForest/Woodland,WislaR,clay content (0-30 cms),9,9,3,18,6,12
blr,30,403,TemperateNeedleleafEvergreenForest/Woodland,WislaR,clay content (0-30 cms),9,9,3,18,6,12
blr,30,404,TemperateNeedleleafEvergreenForest/Woodland,WislaR,clay content (0-30 cms),9,9,3,18,6,12
blr,30,405,TemperateNeedleleafEvergreenForest/Woodland,WislaR,clay content (0-30 cms),9,9,3,18,6,12
blr,30,406,TemperateNeedleleafEvergreenForest/Woodland,WislaR,clay content (0-30 cms),8,9,3,18,6,12
blr,30,407,TemperateNeedleleafEvergreenForest/Woodland,WislaR,clay content (0-30 cms),9,9,3,18,6,12
blr,30,1301,Tundra,WislaR,clay content (0-30 cms),10,9,4,17,6,12
blr,30,1302,Tundra,WislaR,clay content (0-30 cms),9,9,4,17,6,12
blr,30,1305,Tundra,WislaR,clay content (0-30 cms),9,9,4,17,6,12
blr,30,1307,Tundra,WislaR,clay content (0-30 cms),11,9,4,17,6,12
bwa,194,1001,Grassland/Steppe,OrangeR,clay content (0-30 cms),7,9,4,19,6,12
bwa,194,1002,Grassland/Steppe,OrangeR,clay content (0-30 cms),10,9,4,19,6,12
bwa,194,1003,Grassland/Steppe,OrangeR,clay content (0-30 cms),8,9,4,19,6,12
bwa,194,1005,Grassland/Steppe,OrangeR,clay content (0-30 cms),8,9,4,19,6,12
bwa,194,1006,Grassland/Steppe,OrangeR,clay content (0-30 cms),9,9,4,19,6,12
bwa,194,1007,Grassland/Steppe,OrangeR,clay content (0-30 cms),7,9,4,19,6,12
bwa,194,1201,OpenShrubland,OrangeR,clay content (0-30 cms),9,9,3,24,7,12
bwa,194,1202,OpenShrubland,OrangeR,clay content (0-30 cms),10,9,3,24,7,12
bwa,194,1203,OpenShrubland,OrangeR,clay content (0-30 cms),8,9,3,24,7,12
bwa,194,1205,OpenShrubland,OrangeR,clay content (0-30 cms),6,9,3,24,7,12
bwa,194,1206,OpenShrubland,OrangeR,clay content (0-30 cms),9,9,3,24,7,12
bwa,194,1207,OpenShrubland,OrangeR,clay content (0-30 cms),9,9,3,24,7,12
can,19,601,BorealEvergreenForest/Woodland,CanAtl,clay content (0-30 cms),9,9,0,26,7,12
can,19,602,BorealEvergreenForest/Woodland,CanAtl,clay content (0-30 cms),10,9,0,26,7,12
can,19,603,BorealEvergreenForest/Woodland,CanAtl,clay content (0-30 cms),11,9,0,26,7,12
can,19,604,BorealEvergreenForest/Woodland,CanAtl,clay content (0-30 cms),8,9,0,26,7,12
can,19,605,BorealEvergreenForest/Woodland,CanAtl,clay content (0-30 cms),9,9,0,26,7,12
can,19,606,BorealEvergreenForest/Woodland,CanAtl,clay content (0-30 cms),9,9,0,26,7,12
arg,213,203,TropicalDeciduousForest/Woodland,NegroR,veg_c (above ground biomass),5,2,0,172,1,6
arg,213,203,TropicalDeciduousForest/Woodland,NegroR,veg_c (below ground biomass),2,1,0,63,0,2
can,19,607,BorealEvergreenForest/Woodland,CanAtl,clay content (0-30 cms),8,9,0,26,7,12
arg,213,204,TropicalDeciduousForest/Woodland,NegroR,veg_c (above ground biomass),5,2,0,170,1,6
arg,213,204,TropicalDeciduousForest/Woodland,NegroR,veg_c (below ground biomass),2,1,0,65,0,2
can,19,1301,Tundra,CanAtl,clay content (0-30 cms),10,9,3,25,7,12
arg,213,205,TropicalDeciduousForest/Woodland,NegroR,veg_c (above ground biomass),4,2,0,172,1,6
arg,213,205,TropicalDeciduousForest/Woodland,NegroR,veg_c (below ground biomass),2,1,0,64,0,2
can,19,1302,Tundra,CanAtl,clay content (0-30 cms),10,9,3,25,7,12
arg,213,206,TropicalDeciduousForest/Woodland,NegroR,veg_c (above ground biomass),5,2,0,172,1,6
arg,213,206,TropicalDeciduousForest/Woodland,NegroR,veg_c (below ground biomass),2,1,0,63,0,2
can,19,1303,Tundra,CanAtl,clay content (0-30 cms),10,9,3,25,7,12
arg,213,207,TropicalDeciduousForest/Woodland,NegroR,veg_c (above ground biomass),4,2,0,171,1,6
arg,213,207,TropicalDeciduousForest/Woodland,NegroR,veg_c (below ground biomass),2,1,0,64,0,2
can,19,1304,Tundra,CanAtl,clay content (0-30 cms),10,9,3,25,7,12
arg,213,701,BorealDeciduousForest/Woodland,NegroR,veg_c (above ground biomass),2,0,0,128,0,5
arg,213,701,BorealDeciduousForest/Woodland,NegroR,veg_c (below ground biomass),1,0,0,53,0,2
can,19,1306,Tundra,CanAtl,clay content (0-30 cms),9,9,3,25,7,12
arg,213,702,BorealDeciduousForest/Woodland,NegroR,veg_c (above ground biomass),3,0,0,128,0,5
arg,213,702,BorealDeciduousForest/Woodland,NegroR,veg_c (below ground biomass),1,0,0,53,0,2
can,19,1307,Tundra,CanAtl,clay content (0-30 cms),9,9,3,25,7,12
arg,213,703,BorealDeciduousForest/Woodland,NegroR,veg_c (above ground biomass),5,0,0,137,0,5
arg,213,703,BorealDeciduousForest/Woodland,NegroR,veg_c (below ground biomass),2,0,0,45,0,2
can,34,601,BorealEvergreenForest/Woodland,ChurchillR,clay content (0-30 cms),9,9,0,23,6,12
arg,213,704,BorealDeciduousForest/Woodland,NegroR,veg_c (above ground biomass),5,0,0,135,0,5
arg,213,704,BorealDeciduousForest/Woodland,NegroR,veg_c (below ground biomass),2,0,0,47,0,2
can,34,602,BorealEvergreenForest/Woodland,ChurchillR,clay content (0-30 cms),9,9,0,23,6,12
arg,213,705,BorealDeciduousForest/Woodland,NegroR,veg_c (above ground biomass),5,0,0,136,0,5
arg,213,705,BorealDeciduousForest/Woodland,NegroR,veg_c (below ground biomass),2,0,0,46,0,2
can,34,606,BorealEvergreenForest/Woodland,ChurchillR,clay content (0-30 cms),9,9,0,23,6,12
arg,213,706,BorealDeciduousForest/Woodland,NegroR,veg_c (above ground biomass),3,0,0,143,0,5
arg,213,706,BorealDeciduousForest/Woodland,NegroR,veg_c (below ground biomass),1,0,0,38,0,1
can,34,607,BorealEvergreenForest/Woodland,ChurchillR,clay content (0-30 cms),8,9,0,23,6,12
arg,213,707,BorealDeciduousForest/Woodland,NegroR,veg_c (above ground biomass),3,0,0,146,0,5
arg,213,707,BorealDeciduousForest/Woodland,NegroR,veg_c (below ground biomass),1,0,0,36,0,1
can,34,1301,Tundra,ChurchillR,clay content (0-30 cms),9,9,0,20,6,12
arg,213,901,Savanna,NegroR,veg_c (above ground biomass),4,4,1,170,0,9
arg,213,901,Savanna,NegroR,veg_c (below ground biomass),1,1,0,57,0,3
can,40,1001,Grassland/Steppe,StLwrncR,clay content (0-30 cms),10,9,0,30,7,12
arg,213,902,Savanna,NegroR,veg_c (above ground biomass),4,3,1,165,0,9
arg,213,902,Savanna,NegroR,veg_c (below ground biomass),1,1,0,62,0,3
can,40,1002,Grassland/Steppe,StLwrncR,clay content (0-30 cms),12,9,0,30,7,12
arg,213,903,Savanna,NegroR,veg_c (above ground biomass),5,4,1,175,0,10
arg,213,903,Savanna,NegroR,veg_c (below ground biomass),2,1,0,52,0,3
can,40,1003,Grassland/Steppe,StLwrncR,clay content (0-30 cms),12,9,0,30,7,12
arg,213,904,Savanna,NegroR,veg_c (above ground biomass),3,3,1,160,0,9
arg,213,904,Savanna,NegroR,veg_c (below ground biomass),1,1,0,67,0,4
can,40,1005,Grassland/Steppe,StLwrncR,clay content (0-30 cms),10,9,0,30,7,12
arg,213,905,Savanna,NegroR,veg_c (above ground biomass),4,4,1,171,0,9
arg,213,905,Savanna,NegroR,veg_c (below ground biomass),1,1,0,57,0,3
can,40,1006,Grassland/Steppe,StLwrncR,clay content (0-30 cms),14,9,0,30,7,12
arg,213,906,Savanna,NegroR,veg_c (above ground biomass),4,4,1,173,0,10
arg,213,906,Savanna,NegroR,veg_c (below ground biomass),1,1,0,55,0,3
can,40,1007,Grassland/Steppe,StLwrncR,clay content (0-30 cms),9,9,0,30,7,12
arg,213,907,Savanna,NegroR,veg_c (above ground biomass),5,4,1,173,0,10
arg,213,907,Savanna,NegroR,veg_c (below ground biomass),1,1,0,54,0,3
can,229,601,BorealEvergreenForest/Woodland,UsaPacNW,clay content (0-30 cms),9,9,1,23,6,12
can,229,602,BorealEvergreenForest/Woodland,UsaPacNW,clay content (0-30 cms),10,9,1,23,6,12
can,229,603,BorealEvergreenForest/Woodland,UsaPacNW,clay content (0-30 cms),9,9,1,23,6,12
can,229,604,BorealEvergreenForest/Woodland,UsaPacNW,clay content (0-30 cms),10,9,1,23,6,12
can,229,605,BorealEvergreenForest/Woodland,UsaPacNW,clay content (0-30 cms),10,9,1,23,6,12
can,229,606,BorealEvergreenForest/Woodland,UsaPacNW,clay content (0-30 cms),9,9,1,23,6,12
arg,213,1007,Grassland/Steppe,NegroR,veg_c (below ground biomass),1,0,2,0,0,0
can,229,607,BorealEvergreenForest/Woodland,UsaPacNW,clay content (0-30 cms),9,9,1,23,6,12
can,229,1301,Tundra,UsaPacNW,clay content (0-30 cms),10,9,3,18,7,12
can,229,1302,Tundra,UsaPacNW,clay content (0-30 cms),11,9,3,18,7,12
can,229,1303,Tundra,UsaPacNW,clay content (0-30 cms),11,9,3,18,7,12
can,229,1304,Tundra,UsaPacNW,clay content (0-30 cms),11,9,3,18,7,12
can,229,1305,Tundra,UsaPacNW,clay content (0-30 cms),11,9,3,18,7,12
can,229,1306,Tundra,UsaPacNW,clay content (0-30 cms),10,9,3,18,7,12
arg,213,1203,OpenShrubland,NegroR,veg_c (above ground biomass),5,0,0,151,0,3
arg,213,1203,OpenShrubland,NegroR,veg_c (below ground biomass),2,0,0,59,0,1
can,229,1307,Tundra,UsaPacNW,clay content (0-30 cms),10,9,3,18,7,12
arg,213,1205,OpenShrubland,NegroR,veg_c (above ground biomass),2,0,0,145,0,2
arg,213,1205,OpenShrubland,NegroR,veg_c (below ground biomass),1,0,0,66,0,1
deu,31,701,BorealDeciduousForest/Woodland,ElbeR,clay content (0-30 cms),10,9,2,31,3,12
arg,213,1206,OpenShrubland,NegroR,veg_c (above ground biomass),5,0,0,153,0,3
arg,213,1206,OpenShrubland,NegroR,veg_c (below ground biomass),2,0,0,58,0,1
deu,31,702,BorealDeciduousForest/Woodland,ElbeR,clay content (0-30 cms),8,9,2,31,3,12
arg,213,1207,OpenShrubland,NegroR,veg_c (above ground biomass),2,0,0,153,0,3
arg,213,1207,OpenShrubland,NegroR,veg_c (below ground biomass),1,0,0,58,0,1
deu,31,705,BorealDeciduousForest/Woodland,ElbeR,clay content (0-30 cms),10,9,2,31,3,12
deu,31,707,BorealDeciduousForest/Woodland,ElbeR,clay content (0-30 cms),11,9,2,31,3,12
fra,57,1001,Grassland/Steppe,PoR,clay content (0-30 cms),9,9,6,15,7,12
fra,57,1002,Grassland/Steppe,PoR,clay content (0-30 cms),9,9,6,15,7,12
fra,57,1005,Grassland/Steppe,PoR,clay content (0-30 cms),9,9,6,15,7,12
fra,57,1007,Grassland/Steppe,PoR,clay content (0-30 cms),9,9,6,15,7,12
isl,11,601,BorealEvergreenForest/Woodland,Iceland,clay content (0-30 cms),10,9,2,17,8,12
isl,11,602,BorealEvergreenForest/Woodland,Iceland,clay content (0-30 cms),10,9,2,17,8,12
isl,11,603,BorealEvergreenForest/Woodland,Iceland,clay content (0-30 cms),7,9,2,17,8,12
isl,11,605,BorealEvergreenForest/Woodland,Iceland,clay content (0-30 cms),11,9,2,17,8,12
isl,11,606,BorealEvergreenForest/Woodland,Iceland,clay content (0-30 cms),8,9,2,17,8,12
isl,11,607,BorealEvergreenForest/Woodland,Iceland,clay content (0-30 cms),11,9,2,17,8,12
ukr,39,1301,Tundra,DnieperR,clay content (0-30 cms),8,9,4,19,6,12
ukr,39,1302,Tundra,DnieperR,clay content (0-30 cms),9,9,4,19,6,12
ukr,39,1303,Tundra,DnieperR,clay content (0-30 cms),9,9,4,19,6,12
ukr,39,1305,Tundra,DnieperR,clay content (0-30 cms),9,9,4,19,6,12
ukr,39,1306,Tundra,DnieperR,clay content (0-30 cms),12,9,4,19,6,12
ukr,39,1307,Tundra,DnieperR,clay content (0-30 cms),9,9,4,19,6,12
blr,30,1001,Grassland/Steppe,WislaR,clay content (0-30 cms),11,10,3,18,6,12
blr,30,1002,Grassland/Steppe,WislaR,clay content (0-30 cms),9,10,3,18,6,12
blr,30,1003,Grassland/Steppe,WislaR,clay content (0-30 cms),8,10,3,18,6,12
blr,30,1004,Grassland/Steppe,WislaR,clay content (0-30 cms),8,10,3,18,6,12
blr,30,1005,Grassland/Steppe,WislaR,clay content (0-30 cms),9,10,3,18,6,12
blr,30,1006,Grassland/Steppe,WislaR,clay content (0-30 cms),8,10,3,18,6,12
blr,30,1007,Grassland/Steppe,WislaR,clay content (0-30 cms),9,10,3,18,6,12
che,54,1301,Tundra,DanubeR,clay content (0-30 cms),11,10,5,17,9,12
che,54,1302,Tundra,DanubeR,clay content (0-30 cms),11,10,5,17,9,12
che,54,1303,Tundra,DanubeR,clay content (0-30 cms),10,10,5,17,9,12
che,54,1305,Tundra,DanubeR,clay content (0-30 cms),10,10,5,17,9,12
che,54,1306,Tundra,DanubeR,clay content (0-30 cms),10,10,5,17,9,12
che,54,1307,Tundra,DanubeR,clay content (0-30 cms),11,10,5,17,9,12
ukr,30,1301,Tundra,WislaR,clay content (0-30 cms),9,10,6,14,6,12
ukr,30,1302,Tundra,WislaR,clay content (0-30 cms),10,10,6,14,6,12
ukr,30,1303,Tundra,WislaR,clay content (0-30 cms),9,10,6,14,6,12
ukr,30,1304,Tundra,WislaR,clay content (0-30 cms),9,10,6,14,6,12
ukr,30,1305,Tundra,WislaR,clay content (0-30 cms),10,10,6,14,6,12
ukr,30,1306,Tundra,WislaR,clay content (0-30 cms),9,10,6,14,6,12
ukr,30,1307,Tundra,WislaR,clay content (0-30 cms),10,10,6,14,6,12
che,57,1301,Tundra,PoR,clay content (0-30 cms),10,11,5,20,6,12
che,57,1302,Tundra,PoR,clay content (0-30 cms),10,11,5,20,6,12
che,57,1303,Tundra,PoR,clay content (0-30 cms),9,11,5,20,6,12
che,57,1305,Tundra,PoR,clay content (0-30 cms),9,11,5,20,6,12
che,57,1306,Tundra,PoR,clay content (0-30 cms),10,11,5,20,6,12
che,57,1307,Tundra,PoR,clay content (0-30 cms),10,11,5,20,6,12
ita,62,1301,Tundra,RhoneR,clay content (0-30 cms),11,11,5,22,7,12
ita,62,1302,Tundra,RhoneR,clay content (0-30 cms),11,11,5,22,7,12
ita,62,1303,Tundra,RhoneR,clay content (0-30 cms),13,11,5,22,7,12
ita,62,1305,Tundra,RhoneR,clay content (0-30 cms),11,11,5,22,7,12
ita,62,1306,Tundra,RhoneR,clay content (0-30 cms),13,11,5,22,7,12
ita,62,1307,Tundra,RhoneR,clay content (0-30 cms),11,11,5,22,7,12
aut,57,601,BorealEvergreenForest/Woodland,PoR,clay content (0-30 cms),11,12,9,13,9,12
aut,57,602,BorealEvergreenForest/Woodland,PoR,clay content (0-30 cms),11,12,9,13,9,12
aut,57,603,BorealEvergreenForest/Woodland,PoR,clay content (0-30 cms),11,12,9,13,9,12
aut,57,605,BorealEvergreenForest/Woodland,PoR,clay content (0-30 cms),11,12,9,13,9,12
aut,57,606,BorealEvergreenForest/Woodland,PoR,clay content (0-30 cms),11,12,9,13,9,12
aut,57,607,BorealEvergreenForest/Woodland,PoR,clay content (0-30 cms),11,12,9,13,9,12
can,232,1,Unknown,UsaCstNE,clay content (0-30 cms),7,12,0,12,0,12
can,232,2,Unknown,UsaCstNE,clay content (0-30 cms),3,12,0,12,0,12
fra,57,1501,PolarDesert/Rock/Ice,PoR,clay content (0-30 cms),11,12,7,12,7,12
fra,57,1502,PolarDesert/Rock/Ice,PoR,clay content (0-30 cms),11,12,7,12,7,12
arg,215,1305,Tundra,ArgCstS,veg_c (above ground biomass),6,3,0,97,0,10
arg,215,1305,Tundra,ArgCstS,veg_c (below ground biomass),2,1,0,28,0,3
fra,57,1507,PolarDesert/Rock/Ice,PoR,clay content (0-30 cms),11,12,7,12,7,12
fra,61,1301,Tundra,FranceCstS,clay content (0-30 cms),12,12,9,16,9,12
arg,215,1307,Tundra,ArgCstS,veg_c (above ground biomass),6,3,0,96,0,9
arg,215,1307,Tundra,ArgCstS,veg_c (below ground biomass),2,1,0,29,0,3
fra,61,1302,Tundra,FranceCstS,clay content (0-30 cms),12,12,9,16,9,12
fra,61,1303,Tundra,FranceCstS,clay content (0-30 cms),12,12,9,16,9,12
fra,61,1305,Tundra,FranceCstS,clay content (0-30 cms),12,12,9,16,9,12
fra,61,1306,Tundra,FranceCstS,clay content (0-30 cms),12,12,9,16,9,12
fra,61,1307,Tundra,FranceCstS,clay content (0-30 cms),12,12,9,16,9,12
ita,61,1301,Tundra,FranceCstS,clay content (0-30 cms),12,12,10,13,10,12
ita,61,1302,Tundra,FranceCstS,clay content (0-30 cms),12,12,10,13,10,12
ita,61,1303,Tundra,FranceCstS,clay content (0-30 cms),12,12,10,13,10,12
