# File: ./example_outputs/basins235/Ref_veg_carbon_Mg_per_ha.csv,,,,,,,,,,,
# Author: moirai,,,,,,,,,,,
# Description: ref veg soil and veg carbon density (Mg/ha) for hyde land cells in country X glu X land type,,,,,,,,,,,
# Original source: soil c for sage pot veg; veg c for sage pot veg; reference veg; country raster; new glu raster; hyde land area,,,,,,,,,,,
# ----------,,,,,,,,,,,
iso,glu_code,land_type,land_cover,GCAM_GLU_name,c_type,weighted_average,median_value,min_value,max_value,q1_value,q3_value
swe,8,605,BorealEvergreenForest/Woodland,ScndnvN,clay content (0-30 cms),7,7,4,10,4,9
alb,54,1002,Grassland/Steppe,DanubeR,veg_c (above ground biomass),3,6,1,80,1,7
alb,54,1002,Grassland/Steppe,DanubeR,veg_c (below ground biomass),1,3,0,34,0,3
swe,8,607,BorealEvergreenForest/Woodland,ScndnvN,clay content (0-30 cms),7,7,4,10,4,9
alb,54,1003,Grassland/Steppe,DanubeR,veg_c (above ground biomass),6,6,1,84,1,7
alb,54,1003,Grassland/Steppe,DanubeR,veg_c (below ground biomass),2,2,0,29,0,2
swe,12,601,BorealEvergreenForest/Woodland,Sweden,clay content (0-30 cms),7,7,0,24,5,9
alb,54,1006,Grassland/Steppe,DanubeR,veg_c (above ground biomass),6,6,1,84,1,7
alb,54,1006,Grassland/Steppe,DanubeR,veg_c (below ground biomass),2,2,0,30,0,2
swe,12,602,BorealEvergreenForest/Woodland,Sweden,clay content (0-30 cms),7,7,0,24,5,9
alb,54,1007,Grassland/Steppe,DanubeR,veg_c (above ground biomass),1,5,0,62,0,5
alb,54,1007,Grassland/Steppe,DanubeR,veg_c (below ground biomass),1,4,0,52,0,4
swe,12,603,BorealEvergreenForest/Woodland,Sweden,clay content (0-30 cms),7,7,0,24,5,9
swe,12,604,BorealEvergreenForest/Woodland,Sweden,clay content (0-30 cms),8,7,0,24,5,9
swe,12,605,BorealEvergreenForest/Woodland,Sweden,clay content (0-30 cms),8,7,0,24,5,9
swe,12,606,BorealEvergreenForest/Woodland,Sweden,clay content (0-30 cms),7,7,0,24,5,9
swe,12,607,BorealEvergreenForest/Woodland,Sweden,clay content (0-30 cms),7,7,0,24,5,9
swe,12,1201,OpenShrubland,Sweden,clay content (0-30 cms),8,7,1,14,5,9
swe,12,1202,OpenShrubland,Sweden,clay content (0-30 cms),6,7,1,14,5,9
alb,55,401,TemperateNeedleleafEvergreenForest/Woodland,AdrBlkSea,veg_c (above ground biomass),4,3,1,114,0,7
alb,55,401,TemperateNeedleleafEvergreenForest/Woodland,AdrBlkSea,veg_c (below ground biomass),1,1,0,44,0,3
swe,12,1203,OpenShrubland,Sweden,clay content (0-30 cms),7,7,1,14,5,9
alb,55,402,TemperateNeedleleafEvergreenForest/Woodland,AdrBlkSea,veg_c (above ground biomass),4,3,1,114,0,7
alb,55,402,TemperateNeedleleafEvergreenForest/Woodland,AdrBlkSea,veg_c (below ground biomass),1,1,0,45,0,3
swe,12,1204,OpenShrubland,Sweden,clay content (0-30 cms),6,7,1,14,5,9
alb,55,403,TemperateNeedleleafEvergreenForest/Woodland,AdrBlkSea,veg_c (above ground biomass),3,3,0,108,0,7
alb,55,403,TemperateNeedleleafEvergreenForest/Woodland,AdrBlkSea,veg_c (below ground biomass),1,1,0,50,0,3
swe,12,1205,OpenShrubland,Sweden,clay content (0-30 cms),7,7,1,14,5,9
alb,55,404,TemperateNeedleleafEvergreenForest/Woodland,AdrBlkSea,veg_c (above ground biomass),2,3,0,103,0,6
alb,55,404,TemperateNeedleleafEvergreenForest/Woodland,AdrBlkSea,veg_c (below ground biomass),1,2,0,55,0,3
swe,12,1206,OpenShrubland,Sweden,clay content (0-30 cms),7,7,1,14,5,9
alb,55,405,TemperateNeedleleafEvergreenForest/Woodland,AdrBlkSea,veg_c (above ground biomass),4,3,1,116,0,7
alb,55,405,TemperateNeedleleafEvergreenForest/Woodland,AdrBlkSea,veg_c (below ground biomass),2,1,0,43,0,3
swe,12,1207,OpenShrubland,Sweden,clay content (0-30 cms),7,7,1,14,5,9
alb,55,406,TemperateNeedleleafEvergreenForest/Woodland,AdrBlkSea,veg_c (above ground biomass),1,3,0,92,0,6
alb,55,406,TemperateNeedleleafEvergreenForest/Woodland,AdrBlkSea,veg_c (below ground biomass),1,2,0,66,0,4
swe,12,1301,Tundra,Sweden,clay content (0-30 cms),8,7,0,14,6,9
alb,55,407,TemperateNeedleleafEvergreenForest/Woodland,AdrBlkSea,veg_c (above ground biomass),5,3,1,118,0,7
alb,55,407,TemperateNeedleleafEvergreenForest/Woodland,AdrBlkSea,veg_c (below ground biomass),2,1,0,40,0,2
swe,12,1302,Tundra,Sweden,clay content (0-30 cms),7,7,0,14,6,9
alb,55,501,TemperateDeciduousForest/Woodland,AdrBlkSea,veg_c (above ground biomass),3,3,0,106,1,5
alb,55,501,TemperateDeciduousForest/Woodland,AdrBlkSea,veg_c (below ground biomass),1,1,0,44,0,2
swe,12,1303,Tundra,Sweden,clay content (0-30 cms),7,7,0,14,6,9
alb,55,502,TemperateDeciduousForest/Woodland,AdrBlkSea,veg_c (above ground biomass),3,3,0,105,1,5
alb,55,502,TemperateDeciduousForest/Woodland,AdrBlkSea,veg_c (below ground biomass),1,1,0,45,0,2
swe,12,1305,Tundra,Sweden,clay content (0-30 cms),7,7,0,14,6,9
alb,55,503,TemperateDeciduousForest/Woodland,AdrBlkSea,veg_c (above ground biomass),3,3,0,105,1,5
alb,55,503,TemperateDeciduousForest/Woodland,AdrBlkSea,veg_c (below ground biomass),1,1,0,45,0,2
swe,12,1306,Tundra,Sweden,clay content (0-30 cms),8,7,0,14,6,9
alb,55,504,TemperateDeciduousForest/Woodland,AdrBlkSea,veg_c (above ground biomass),4,3,0,106,1,5
alb,55,504,TemperateDeciduousForest/Woodland,AdrBlkSea,veg_c (below ground biomass),2,1,0,44,0,2
swe,12,1307,Tundra,Sweden,clay content (0-30 cms),8,7,0,14,6,9
alb,55,505,TemperateDeciduousForest/Woodland,AdrBlkSea,veg_c (above ground biomass),2,3,0,102,1,5
alb,55,505,TemperateDeciduousForest/Woodland,AdrBlkSea,veg_c (below ground biomass),1,1,0,48,0,2
swe,12,1501,PolarDesert/Rock/Ice,Sweden,clay content (0-30 cms),7,7,4,14,6,9
alb,55,506,TemperateDeciduousForest/Woodland,AdrBlkSea,veg_c (above ground biomass),4,3,1,108,1,5
alb,55,506,TemperateDeciduousForest/Woodland,AdrBlkSea,veg_c (below ground biomass),2,1,0,42,0,2
swe,12,1502,PolarDesert/Rock/Ice,Sweden,clay content (0-30 cms),8,7,4,14,6,9
alb,55,507,TemperateDeciduousForest/Woodland,AdrBlkSea,veg_c (above ground biomass),3,3,0,106,1,5
alb,55,507,TemperateDeciduousForest/Woodland,AdrBlkSea,veg_c (below ground biomass),1,1,0,44,0,2
swe,12,1503,PolarDesert/Rock/Ice,Sweden,clay content (0-30 cms),11,7,4,14,6,9
alb,55,701,BorealDeciduousForest/Woodland,AdrBlkSea,veg_c (above ground biomass),1,0,0,29,0,1
alb,55,701,BorealDeciduousForest/Woodland,AdrBlkSea,veg_c (below ground biomass),1,0,0,23,0,1
swe,12,1506,PolarDesert/Rock/Ice,Sweden,clay content (0-30 cms),11,7,4,14,6,9
alb,55,702,BorealDeciduousForest/Woodland,AdrBlkSea,veg_c (above ground biomass),1,1,0,29,0,1
alb,55,702,BorealDeciduousForest/Woodland,AdrBlkSea,veg_c (below ground biomass),1,0,0,23,0,1
swe,12,1507,PolarDesert/Rock/Ice,Sweden,clay content (0-30 cms),8,7,4,14,6,9
alb,55,705,BorealDeciduousForest/Woodland,AdrBlkSea,veg_c (above ground biomass),1,0,0,28,0,1
alb,55,705,BorealDeciduousForest/Woodland,AdrBlkSea,veg_c (below ground biomass),1,0,0,24,0,1
can,19,1501,PolarDesert/Rock/Ice,CanAtl,clay content (0-30 cms),9,8,3,16,5,9
can,19,1506,PolarDesert/Rock/Ice,CanAtl,clay content (0-30 cms),8,8,3,16,5,9
can,19,1507,PolarDesert/Rock/Ice,CanAtl,clay content (0-30 cms),8,8,3,16,5,9
chn,127,1201,OpenShrubland,Salween,clay content (0-30 cms),9,9,8,11,8,9
chn,127,1202,OpenShrubland,Salween,clay content (0-30 cms),9,9,8,11,8,9
alb,55,901,Savanna,AdrBlkSea,veg_c (above ground biomass),1,1,0,22,1,1
alb,55,901,Savanna,AdrBlkSea,veg_c (below ground biomass),1,1,0,21,1,1
yem,94,1201,OpenShrubland,ArabianP,clay content (0-30 cms),4,3,0,35,0,10
alb,55,902,Savanna,AdrBlkSea,veg_c (below ground biomass),1,1,0,27,1,2
yem,94,1202,OpenShrubland,ArabianP,clay content (0-30 cms),2,3,0,35,0,10
alb,55,903,Savanna,AdrBlkSea,veg_c (below ground biomass),1,1,1,30,1,2
sau,94,1201,OpenShrubland,ArabianP,clay content (0-30 cms),4,5,0,41,2,10
sau,94,1202,OpenShrubland,ArabianP,clay content (0-30 cms),6,5,0,41,2,10
alb,55,905,Savanna,AdrBlkSea,veg_c (above ground biomass),1,1,0,25,1,1
alb,55,905,Savanna,AdrBlkSea,veg_c (below ground biomass),1,1,0,17,1,1
sau,94,1203,OpenShrubland,ArabianP,clay content (0-30 cms),6,5,0,41,2,10
alb,55,906,Savanna,AdrBlkSea,veg_c (above ground biomass),1,1,1,27,1,2
alb,55,906,Savanna,AdrBlkSea,veg_c (below ground biomass),1,0,0,16,1,1
sau,94,1205,OpenShrubland,ArabianP,clay content (0-30 cms),4,5,0,41,2,10
alb,55,907,Savanna,AdrBlkSea,veg_c (above ground biomass),1,1,0,24,1,1
alb,55,907,Savanna,AdrBlkSea,veg_c (below ground biomass),1,1,0,19,1,1
sau,94,1206,OpenShrubland,ArabianP,clay content (0-30 cms),5,5,0,41,2,10
alb,55,1001,Grassland/Steppe,AdrBlkSea,veg_c (above ground biomass),1,1,0,96,0,2
alb,55,1001,Grassland/Steppe,AdrBlkSea,veg_c (below ground biomass),1,0,0,58,0,1
sau,94,1207,OpenShrubland,ArabianP,clay content (0-30 cms),5,5,0,41,2,10
alb,55,1002,Grassland/Steppe,AdrBlkSea,veg_c (above ground biomass),1,1,0,90,0,2
alb,55,1002,Grassland/Steppe,AdrBlkSea,veg_c (below ground biomass),1,0,0,63,0,1
egy,144,1401,Desert,AfrIntN,clay content (0-30 cms),7,6,0,44,3,10
alb,55,1003,Grassland/Steppe,AdrBlkSea,veg_c (above ground biomass),1,1,0,94,0,2
alb,55,1003,Grassland/Steppe,AdrBlkSea,veg_c (below ground biomass),1,0,0,60,0,1
egy,144,1402,Desert,AfrIntN,clay content (0-30 cms),10,6,0,44,3,10
alb,55,1004,Grassland/Steppe,AdrBlkSea,veg_c (above ground biomass),1,0,0,69,0,1
alb,55,1004,Grassland/Steppe,AdrBlkSea,veg_c (below ground biomass),1,0,0,84,0,2
egy,144,1405,Desert,AfrIntN,clay content (0-30 cms),10,6,0,44,3,10
alb,55,1005,Grassland/Steppe,AdrBlkSea,veg_c (above ground biomass),2,1,0,100,0,2
alb,55,1005,Grassland/Steppe,AdrBlkSea,veg_c (below ground biomass),1,0,0,54,0,1
egy,144,1407,Desert,AfrIntN,clay content (0-30 cms),10,6,0,44,3,10
alb,55,1006,Grassland/Steppe,AdrBlkSea,veg_c (above ground biomass),2,1,0,100,0,2
alb,55,1006,Grassland/Steppe,AdrBlkSea,veg_c (below ground biomass),1,0,0,53,0,1
aut,57,1501,PolarDesert/Rock/Ice,PoR,clay content (0-30 cms),9,7,7,15,7,10
alb,55,1007,Grassland/Steppe,AdrBlkSea,veg_c (above ground biomass),2,1,0,104,0,2
alb,55,1007,Grassland/Steppe,AdrBlkSea,veg_c (below ground biomass),1,0,0,49,0,1
aut,57,1502,PolarDesert/Rock/Ice,PoR,clay content (0-30 cms),9,7,7,15,7,10
alb,55,1101,DenseShrubland,AdrBlkSea,veg_c (above ground biomass),1,1,0,52,0,3
alb,55,1101,DenseShrubland,AdrBlkSea,veg_c (below ground biomass),2,1,0,60,0,3
aut,57,1505,PolarDesert/Rock/Ice,PoR,clay content (0-30 cms),9,7,7,15,7,10
alb,55,1102,DenseShrubland,AdrBlkSea,veg_c (above ground biomass),2,1,0,53,0,3
alb,55,1102,DenseShrubland,AdrBlkSea,veg_c (below ground biomass),2,1,0,59,0,3
aut,57,1507,PolarDesert/Rock/Ice,PoR,clay content (0-30 cms),9,7,7,15,7,10
alb,55,1103,DenseShrubland,AdrBlkSea,veg_c (above ground biomass),1,1,0,47,0,3
alb,55,1103,DenseShrubland,AdrBlkSea,veg_c (below ground biomass),2,2,0,65,1,4
isl,11,1501,PolarDesert/Rock/Ice,Iceland,clay content (0-30 cms),7,7,0,20,3,10
alb,55,1104,DenseShrubland,AdrBlkSea,veg_c (above ground biomass),1,1,0,40,0,2
alb,55,1104,DenseShrubland,AdrBlkSea,veg_c (below ground biomass),2,2,0,71,1,4
isl,11,1502,PolarDesert/Rock/Ice,Iceland,clay content (0-30 cms),9,7,0,20,3,10
alb,55,1105,DenseShrubland,AdrBlkSea,veg_c (above ground biomass),1,1,0,51,0,3
alb,55,1105,DenseShrubland,AdrBlkSea,veg_c (below ground biomass),2,1,0,60,0,3
isl,11,1503,PolarDesert/Rock/Ice,Iceland,clay content (0-30 cms),8,7,0,20,3,10
alb,55,1106,DenseShrubland,AdrBlkSea,veg_c (above ground biomass),2,1,0,49,0,3
alb,55,1106,DenseShrubland,AdrBlkSea,veg_c (below ground biomass),2,2,0,63,1,4
isl,11,1505,PolarDesert/Rock/Ice,Iceland,clay content (0-30 cms),9,7,0,20,3,10
alb,55,1107,DenseShrubland,AdrBlkSea,veg_c (above ground biomass),1,1,0,53,0,3
alb,55,1107,DenseShrubland,AdrBlkSea,veg_c (below ground biomass),2,1,0,58,0,3
isl,11,1506,PolarDesert/Rock/Ice,Iceland,clay content (0-30 cms),2,7,0,20,3,10
and,73,401,TemperateNeedleleafEvergreenForest/Woodland,EbroR,veg_c (above ground biomass),7,8,0,136,3,10
and,73,401,TemperateNeedleleafEvergreenForest/Woodland,EbroR,veg_c (below ground biomass),2,2,0,43,1,3
isl,11,1507,PolarDesert/Rock/Ice,Iceland,clay content (0-30 cms),8,7,0,20,3,10
and,73,402,TemperateNeedleleafEvergreenForest/Woodland,EbroR,veg_c (above ground biomass),6,8,0,135,3,10
and,73,402,TemperateNeedleleafEvergreenForest/Woodland,EbroR,veg_c (below ground biomass),2,2,0,43,1,3
nor,8,701,BorealDeciduousForest/Woodland,ScndnvN,clay content (0-30 cms),8,7,3,17,5,10
and,73,405,TemperateNeedleleafEvergreenForest/Woodland,EbroR,veg_c (above ground biomass),6,8,0,135,3,10
and,73,405,TemperateNeedleleafEvergreenForest/Woodland,EbroR,veg_c (below ground biomass),2,2,0,43,1,3
nor,8,702,BorealDeciduousForest/Woodland,ScndnvN,clay content (0-30 cms),7,7,3,17,5,10
and,73,407,TemperateNeedleleafEvergreenForest/Woodland,EbroR,veg_c (above ground biomass),6,8,0,136,3,10
and,73,407,TemperateNeedleleafEvergreenForest/Woodland,EbroR,veg_c (below ground biomass),2,2,0,43,1,3
nor,8,703,BorealDeciduousForest/Woodland,ScndnvN,clay content (0-30 cms),8,7,3,17,5,10
and,73,1001,Grassland/Steppe,EbroR,veg_c (above ground biomass),1,0,0,27,1,2
and,73,1001,Grassland/Steppe,EbroR,veg_c (below ground biomass),1,0,0,30,1,2
nor,8,705,BorealDeciduousForest/Woodland,ScndnvN,clay content (0-30 cms),7,7,3,17,5,10
and,73,1002,Grassland/Steppe,EbroR,veg_c (above ground biomass),1,0,0,28,1,2
and,73,1002,Grassland/Steppe,EbroR,veg_c (below ground biomass),1,0,0,29,1,2
nor,8,706,BorealDeciduousForest/Woodland,ScndnvN,clay content (0-30 cms),8,7,3,17,5,10
and,73,1005,Grassland/Steppe,EbroR,veg_c (above ground biomass),1,0,0,26,1,2
and,73,1005,Grassland/Steppe,EbroR,veg_c (below ground biomass),1,0,0,30,1,2
nor,8,707,BorealDeciduousForest/Woodland,ScndnvN,clay content (0-30 cms),7,7,3,17,5,10
and,73,1007,Grassland/Steppe,EbroR,veg_c (above ground biomass),1,0,0,27,1,2
and,73,1007,Grassland/Steppe,EbroR,veg_c (below ground biomass),1,0,0,29,1,2
nor,8,1301,Tundra,ScndnvN,clay content (0-30 cms),8,7,0,20,5,10
nor,8,1302,Tundra,ScndnvN,clay content (0-30 cms),7,7,0,20,5,10
nor,8,1303,Tundra,ScndnvN,clay content (0-30 cms),8,7,0,20,5,10
nor,8,1304,Tundra,ScndnvN,clay content (0-30 cms),8,7,0,20,5,10
nor,8,1305,Tundra,ScndnvN,clay content (0-30 cms),8,7,0,20,5,10
nor,8,1306,Tundra,ScndnvN,clay content (0-30 cms),8,7,0,20,5,10
nor,8,1307,Tundra,ScndnvN,clay content (0-30 cms),8,7,0,20,5,10
nor,8,1501,PolarDesert/Rock/Ice,ScndnvN,clay content (0-30 cms),8,7,0,20,4,10
nor,8,1502,PolarDesert/Rock/Ice,ScndnvN,clay content (0-30 cms),8,7,0,20,4,10
nor,8,1503,PolarDesert/Rock/Ice,ScndnvN,clay content (0-30 cms),7,7,0,20,4,10
nor,8,1505,PolarDesert/Rock/Ice,ScndnvN,clay content (0-30 cms),8,7,0,20,4,10
nor,8,1506,PolarDesert/Rock/Ice,ScndnvN,clay content (0-30 cms),7,7,0,20,4,10
nor,8,1507,PolarDesert/Rock/Ice,ScndnvN,clay content (0-30 cms),7,7,0,20,4,10
nor,12,601,BorealEvergreenForest/Woodland,Sweden,clay content (0-30 cms),8,7,2,18,5,10
nor,12,602,BorealEvergreenForest/Woodland,Sweden,clay content (0-30 cms),7,7,2,18,5,10
nor,12,603,BorealEvergreenForest/Woodland,Sweden,clay content (0-30 cms),7,7,2,18,5,10
nor,12,604,BorealEvergreenForest/Woodland,Sweden,clay content (0-30 cms),6,7,2,18,5,10
nor,12,605,BorealEvergreenForest/Woodland,Sweden,clay content (0-30 cms),9,7,2,18,5,10
arg,169,202,TropicalDeciduousForest/Woodland,ChileCstS,veg_c (above ground biomass),4,4,0,171,0,10
arg,169,202,TropicalDeciduousForest/Woodland,ChileCstS,veg_c (below ground biomass),2,2,0,73,0,4
nor,12,606,BorealEvergreenForest/Woodland,Sweden,clay content (0-30 cms),7,7,2,18,5,10
arg,169,203,TropicalDeciduousForest/Woodland,ChileCstS,veg_c (above ground biomass),6,4,0,164,0,9
arg,169,203,TropicalDeciduousForest/Woodland,ChileCstS,veg_c (below ground biomass),3,2,0,79,0,4
nor,12,607,BorealEvergreenForest/Woodland,Sweden,clay content (0-30 cms),9,7,2,18,5,10
arg,169,204,TropicalDeciduousForest/Woodland,ChileCstS,veg_c (above ground biomass),6,4,0,169,0,9
arg,169,204,TropicalDeciduousForest/Woodland,ChileCstS,veg_c (below ground biomass),3,2,0,75,0,4
nor,12,701,BorealDeciduousForest/Woodland,Sweden,clay content (0-30 cms),8,7,4,11,5,10
arg,169,205,TropicalDeciduousForest/Woodland,ChileCstS,veg_c (above ground biomass),5,4,0,172,0,10
arg,169,205,TropicalDeciduousForest/Woodland,ChileCstS,veg_c (below ground biomass),2,2,0,72,0,4
nor,12,702,BorealDeciduousForest/Woodland,Sweden,clay content (0-30 cms),7,7,4,11,5,10
arg,169,206,TropicalDeciduousForest/Woodland,ChileCstS,veg_c (above ground biomass),6,4,0,167,0,9
arg,169,206,TropicalDeciduousForest/Woodland,ChileCstS,veg_c (below ground biomass),3,2,0,76,0,4
nor,12,703,BorealDeciduousForest/Woodland,Sweden,clay content (0-30 cms),6,7,4,11,5,10
arg,169,207,TropicalDeciduousForest/Woodland,ChileCstS,veg_c (above ground biomass),6,4,0,171,0,10
arg,169,207,TropicalDeciduousForest/Woodland,ChileCstS,veg_c (below ground biomass),2,2,0,73,0,4
nor,12,705,BorealDeciduousForest/Woodland,Sweden,clay content (0-30 cms),8,7,4,11,5,10
arg,169,701,BorealDeciduousForest/Woodland,ChileCstS,veg_c (above ground biomass),6,6,0,126,0,9
arg,169,701,BorealDeciduousForest/Woodland,ChileCstS,veg_c (below ground biomass),2,2,0,47,0,3
nor,12,706,BorealDeciduousForest/Woodland,Sweden,clay content (0-30 cms),7,7,4,11,5,10
arg,169,702,BorealDeciduousForest/Woodland,ChileCstS,veg_c (above ground biomass),4,5,0,125,0,9
arg,169,702,BorealDeciduousForest/Woodland,ChileCstS,veg_c (below ground biomass),1,2,0,48,0,4
nor,12,707,BorealDeciduousForest/Woodland,Sweden,clay content (0-30 cms),8,7,4,11,5,10
arg,169,703,BorealDeciduousForest/Woodland,ChileCstS,veg_c (above ground biomass),5,6,0,143,0,11
arg,169,703,BorealDeciduousForest/Woodland,ChileCstS,veg_c (below ground biomass),1,1,0,30,0,2
rus,8,601,BorealEvergreenForest/Woodland,ScndnvN,clay content (0-30 cms),8,7,0,29,5,10
arg,169,704,BorealDeciduousForest/Woodland,ChileCstS,veg_c (above ground biomass),6,7,0,150,0,11
arg,169,704,BorealDeciduousForest/Woodland,ChileCstS,veg_c (below ground biomass),1,1,0,23,0,2
rus,8,602,BorealEvergreenForest/Woodland,ScndnvN,clay content (0-30 cms),9,7,0,29,5,10
arg,169,705,BorealDeciduousForest/Woodland,ChileCstS,veg_c (above ground biomass),4,6,0,130,0,10
arg,169,705,BorealDeciduousForest/Woodland,ChileCstS,veg_c (below ground biomass),1,2,0,43,0,3
rus,8,603,BorealEvergreenForest/Woodland,ScndnvN,clay content (0-30 cms),10,7,0,29,5,10
arg,169,706,BorealDeciduousForest/Woodland,ChileCstS,veg_c (above ground biomass),6,6,0,142,0,10
arg,169,706,BorealDeciduousForest/Woodland,ChileCstS,veg_c (below ground biomass),1,1,0,31,0,2
rus,8,604,BorealEvergreenForest/Woodland,ScndnvN,clay content (0-30 cms),10,7,0,29,5,10
arg,169,707,BorealDeciduousForest/Woodland,ChileCstS,veg_c (above ground biomass),5,6,0,132,0,10
arg,169,707,BorealDeciduousForest/Woodland,ChileCstS,veg_c (below ground biomass),2,2,0,41,0,3
rus,8,605,BorealEvergreenForest/Woodland,ScndnvN,clay content (0-30 cms),9,7,0,29,5,10
arg,169,901,Savanna,ChileCstS,veg_c (above ground biomass),6,6,0,159,1,12
arg,169,901,Savanna,ChileCstS,veg_c (below ground biomass),2,2,0,59,0,4
rus,8,606,BorealEvergreenForest/Woodland,ScndnvN,clay content (0-30 cms),9,7,0,29,5,10
arg,169,902,Savanna,ChileCstS,veg_c (above ground biomass),6,6,0,156,1,12
arg,169,902,Savanna,ChileCstS,veg_c (below ground biomass),2,2,0,61,0,5
rus,8,607,BorealEvergreenForest/Woodland,ScndnvN,clay content (0-30 cms),8,7,0,29,5,10
arg,169,903,Savanna,ChileCstS,veg_c (above ground biomass),5,6,0,149,0,11
arg,169,903,Savanna,ChileCstS,veg_c (below ground biomass),2,3,0,69,0,5
swe,8,1301,Tundra,ScndnvN,clay content (0-30 cms),8,7,3,14,5,10
arg,169,904,Savanna,ChileCstS,veg_c (above ground biomass),5,6,0,146,0,11
arg,169,904,Savanna,ChileCstS,veg_c (below ground biomass),2,3,0,71,0,5
swe,8,1302,Tundra,ScndnvN,clay content (0-30 cms),7,7,3,14,5,10
arg,169,905,Savanna,ChileCstS,veg_c (above ground biomass),7,6,0,162,1,12
arg,169,905,Savanna,ChileCstS,veg_c (below ground biomass),2,2,0,56,0,4
swe,8,1303,Tundra,ScndnvN,clay content (0-30 cms),7,7,3,14,5,10
arg,169,906,Savanna,ChileCstS,veg_c (above ground biomass),5,5,0,141,0,11
arg,169,906,Savanna,ChileCstS,veg_c (below ground biomass),3,3,0,77,0,6
swe,8,1305,Tundra,ScndnvN,clay content (0-30 cms),7,7,3,14,5,10
arg,169,907,Savanna,ChileCstS,veg_c (above ground biomass),7,6,0,161,1,12
arg,169,907,Savanna,ChileCstS,veg_c (below ground biomass),3,2,0,56,0,4
swe,8,1306,Tundra,ScndnvN,clay content (0-30 cms),7,7,3,14,5,10
swe,8,1307,Tundra,ScndnvN,clay content (0-30 cms),7,7,3,14,5,10
arg,169,1002,Grassland/Steppe,ChileCstS,veg_c (above ground biomass),1,0,0,149,0,4
swe,12,1001,Grassland/Steppe,Sweden,clay content (0-30 cms),8,7,0,35,5,10
arg,169,1003,Grassland/Steppe,ChileCstS,veg_c (above ground biomass),5,0,0,141,0,3
arg,169,1003,Grassland/Steppe,ChileCstS,veg_c (below ground biomass),2,0,0,52,0,1
swe,12,1002,Grassland/Steppe,Sweden,clay content (0-30 cms),8,7,0,35,5,10
arg,169,1004,Grassland/Steppe,ChileCstS,veg_c (above ground biomass),7,0,0,142,0,3
arg,169,1004,Grassland/Steppe,ChileCstS,veg_c (below ground biomass),3,0,0,51,0,1
swe,12,1003,Grassland/Steppe,Sweden,clay content (0-30 cms),7,7,0,35,5,10
arg,169,1005,Grassland/Steppe,ChileCstS,veg_c (above ground biomass),1,4,2,1296,1,31
swe,12,1004,Grassland/Steppe,Sweden,clay content (0-30 cms),9,7,0,35,5,10
arg,169,1006,Grassland/Steppe,ChileCstS,veg_c (above ground biomass),4,0,0,143,0,3
arg,169,1006,Grassland/Steppe,ChileCstS,veg_c (below ground biomass),1,0,0,50,0,1
swe,12,1005,Grassland/Steppe,Sweden,clay content (0-30 cms),12,7,0,35,5,10
swe,12,1006,Grassland/Steppe,Sweden,clay content (0-30 cms),7,7,0,35,5,10
swe,12,1007,Grassland/Steppe,Sweden,clay content (0-30 cms),10,7,0,35,5,10
can,7,1401,Desert,PacArctic,clay content (0-30 cms),8,8,0,10,6,10
can,7,1402,Desert,PacArctic,clay content (0-30 cms),8,8,0,10,6,10
isl,11,1301,Tundra,Iceland,clay content (0-30 cms),8,8,0,21,6,10
arg,169,1201,OpenShrubland,ChileCstS,veg_c (above ground biomass),3,2,0,96,0,9
arg,169,1201,OpenShrubland,ChileCstS,veg_c (below ground biomass),1,1,0,39,0,4
isl,11,1302,Tundra,Iceland,clay content (0-30 cms),8,8,0,21,6,10
arg,169,1202,OpenShrubland,ChileCstS,veg_c (above ground biomass),2,2,0,99,0,9
arg,169,1202,OpenShrubland,ChileCstS,veg_c (below ground biomass),1,1,0,37,0,3
isl,11,1303,Tundra,Iceland,clay content (0-30 cms),8,8,0,21,6,10
arg,169,1205,OpenShrubland,ChileCstS,veg_c (above ground biomass),6,2,0,99,0,9
arg,169,1205,OpenShrubland,ChileCstS,veg_c (below ground biomass),2,1,0,36,0,3
isl,11,1305,Tundra,Iceland,clay content (0-30 cms),9,8,0,21,6,10
arg,169,1206,OpenShrubland,ChileCstS,veg_c (above ground biomass),7,2,0,100,0,9
arg,169,1206,OpenShrubland,ChileCstS,veg_c (below ground biomass),2,1,0,36,0,3
isl,11,1306,Tundra,Iceland,clay content (0-30 cms),6,8,0,21,6,10
arg,169,1207,OpenShrubland,ChileCstS,veg_c (above ground biomass),6,2,0,99,0,9
arg,169,1207,OpenShrubland,ChileCstS,veg_c (below ground biomass),2,1,0,36,0,3
isl,11,1307,Tundra,Iceland,clay content (0-30 cms),9,8,0,21,6,10
nor,8,601,BorealEvergreenForest/Woodland,ScndnvN,clay content (0-30 cms),8,8,0,23,6,10
nor,8,602,BorealEvergreenForest/Woodland,ScndnvN,clay content (0-30 cms),8,8,0,23,6,10
arg,169,1303,Tundra,ChileCstS,veg_c (above ground biomass),2,1,0,133,0,7
arg,169,1303,Tundra,ChileCstS,veg_c (below ground biomass),1,0,0,47,0,3
nor,8,603,BorealEvergreenForest/Woodland,ScndnvN,clay content (0-30 cms),8,8,0,23,6,10
arg,169,1305,Tundra,ChileCstS,veg_c (above ground biomass),6,1,0,135,0,7
arg,169,1305,Tundra,ChileCstS,veg_c (below ground biomass),2,0,0,45,0,3
