iso,glu_code,land_type,c_type,weighted_average,median_value,min_value,max_value,q1_value,q3_value
blz,111,7,clay content (0-30 cms),36,40,34,40,34,40
sdn,87,1001,clay content (0-30 cms),17,19,0,68,10,41
sdn,87,1002,clay content (0-30 cms),29,19,0,68,10,41
sdn,87,1003,clay content (0-30 cms),39,19,0,68,10,41
sdn,87,1005,clay content (0-30 cms),42,19,0,68,10,41
ago,162,201,clay content (0-30 cms),28,26,16,42,21,41
ago,162,202,clay content (0-30 cms),31,26,16,42,21,41
tls,175,1,clay content (0-30 cms),25,29,0,44,21,41
tls,175,2,clay content (0-30 cms),25,29,0,44,21,41
tls,175,5,clay content (0-30 cms),41,29,0,44,21,41
tls,175,7,clay content (0-30 cms),41,29,0,44,21,41
twn,103,1101,veg_c (above ground biomass),3,3,1,37,2,3
twn,103,1101,veg_c (below ground biomass),1,1,0,12,1,1
tza,87,1201,clay content (0-30 cms),29,31,22,50,27,41
twn,103,1102,veg_c (above ground biomass),3,3,1,37,2,3
twn,103,1102,veg_c (below ground biomass),1,1,0,12,1,1
tza,87,1202,clay content (0-30 cms),34,31,22,50,27,41
cod,188,901,clay content (0-30 cms),34,32,17,43,29,41
cod,188,902,clay content (0-30 cms),32,32,17,43,29,41
tza,179,1401,clay content (0-30 cms),34,32,23,47,29,41
tza,179,1402,clay content (0-30 cms),34,32,23,47,29,41
tza,87,103,veg_c (above ground biomass),2,1,1,89,1,5
tza,87,103,veg_c (below ground biomass),1,1,0,37,0,2
tza,179,1403,clay content (0-30 cms),37,32,23,47,29,41
tza,87,105,veg_c (above ground biomass),3,2,1,98,1,6
tza,87,105,veg_c (below ground biomass),1,0,0,27,0,2
tza,179,1405,clay content (0-30 cms),39,32,23,47,29,41
tza,87,106,veg_c (above ground biomass),3,2,1,98,1,6
tza,87,106,veg_c (below ground biomass),1,0,0,28,0,2
tza,179,1406,clay content (0-30 cms),39,32,23,47,29,41
tza,87,201,veg_c (above ground biomass),2,2,0,76,1,4
tza,87,201,veg_c (below ground biomass),1,1,0,25,0,1
aus,189,901,clay content (0-30 cms),29,33,0,59,28,41
aus,189,902,clay content (0-30 cms),32,33,0,59,28,41
tza,87,203,veg_c (above ground biomass),2,2,0,70,1,4
tza,87,203,veg_c (below ground biomass),1,1,0,32,0,2
aus,189,903,clay content (0-30 cms),29,33,0,59,28,41
tza,87,205,veg_c (above ground biomass),3,2,0,76,1,4
tza,87,205,veg_c (below ground biomass),1,1,0,25,0,1
aus,189,904,clay content (0-30 cms),28,33,0,59,28,41
tza,87,206,veg_c (above ground biomass),1,2,0,62,0,3
tza,87,206,veg_c (below ground biomass),1,1,0,39,0,2
aus,189,905,clay content (0-30 cms),34,33,0,59,28,41
tza,87,901,veg_c (above ground biomass),1,1,0,80,0,2
tza,87,901,veg_c (below ground biomass),1,0,0,43,0,1
aus,189,906,clay content (0-30 cms),28,33,0,59,28,41
aus,189,907,clay content (0-30 cms),28,33,0,59,28,41
aus,189,1001,clay content (0-30 cms),30,33,0,60,29,41
tza,87,905,veg_c (above ground biomass),2,1,0,78,0,2
tza,87,905,veg_c (below ground biomass),1,0,0,45,0,1
aus,189,1002,clay content (0-30 cms),33,33,0,60,29,41
tza,87,906,veg_c (above ground biomass),4,1,0,74,0,1
tza,87,906,veg_c (below ground biomass),3,0,0,48,0,1
aus,189,1003,clay content (0-30 cms),31,33,0,60,29,41
aus,189,1004,clay content (0-30 cms),29,33,0,60,29,41
aus,189,1005,clay content (0-30 cms),33,33,0,60,29,41
aus,189,1006,clay content (0-30 cms),28,33,0,60,29,41
tza,87,1003,veg_c (above ground biomass),1,1,0,49,0,1
tza,87,1003,veg_c (below ground biomass),1,0,0,36,0,1
aus,189,1007,clay content (0-30 cms),27,33,0,60,29,41
tza,87,1005,veg_c (below ground biomass),1,1,0,47,0,1
cmr,151,1001,clay content (0-30 cms),36,33,14,54,24,41
tza,87,1006,veg_c (above ground biomass),3,1,0,52,0,1
tza,87,1006,veg_c (below ground biomass),2,0,0,32,0,1
cmr,151,1002,clay content (0-30 cms),36,33,14,54,24,41
tza,87,1101,veg_c (above ground biomass),2,1,0,15,0,2
tza,87,1101,veg_c (below ground biomass),4,1,0,28,0,4
cmr,151,1003,clay content (0-30 cms),42,33,14,54,24,41
tza,87,1102,veg_c (above ground biomass),1,1,0,17,0,2
tza,87,1102,veg_c (below ground biomass),2,1,0,26,0,3
cmr,151,1005,clay content (0-30 cms),44,33,14,54,24,41
tza,87,1103,veg_c (above ground biomass),1,1,0,28,0,4
tza,87,1103,veg_c (below ground biomass),1,1,0,15,0,2
cmr,151,1006,clay content (0-30 cms),48,33,14,54,24,41
tza,87,1105,veg_c (above ground biomass),1,1,0,28,0,4
tza,87,1105,veg_c (below ground biomass),1,1,0,15,0,2
tza,179,1201,clay content (0-30 cms),31,33,20,55,25,41
tza,87,1201,veg_c (above ground biomass),1,0,1,26,0,1
tza,179,1202,clay content (0-30 cms),36,33,20,55,25,41
gtm,133,901,clay content (0-30 cms),33,34,23,43,29,41
gtm,133,902,clay content (0-30 cms),35,34,23,43,29,41
gtm,133,905,clay content (0-30 cms),33,34,23,43,29,41
gtm,133,907,clay content (0-30 cms),32,34,23,43,29,41
png,167,1,clay content (0-30 cms),32,34,0,48,30,41
png,167,2,clay content (0-30 cms),31,34,0,48,30,41
png,167,3,clay content (0-30 cms),30,34,0,48,30,41
png,167,5,clay content (0-30 cms),38,34,0,48,30,41
png,167,7,clay content (0-30 cms),38,34,0,48,30,41
pse,95,1201,clay content (0-30 cms),31,34,19,48,25,41
tza,171,101,veg_c (above ground biomass),2,4,1,76,2,5
pse,95,1202,clay content (0-30 cms),35,34,19,48,25,41
pse,95,1203,clay content (0-30 cms),40,34,19,48,25,41
tza,171,103,veg_c (above ground biomass),4,3,1,69,2,5
tza,171,103,veg_c (below ground biomass),1,1,0,19,1,1
pse,95,1205,clay content (0-30 cms),36,34,19,48,25,41
tza,171,104,veg_c (above ground biomass),4,3,1,67,2,4
tza,171,104,veg_c (below ground biomass),1,1,0,21,1,1
pse,95,1207,clay content (0-30 cms),30,34,19,48,25,41
tun,80,901,clay content (0-30 cms),34,34,24,45,27,41
tza,171,106,veg_c (above ground biomass),4,3,1,67,2,4
tza,171,106,veg_c (below ground biomass),1,1,0,21,1,1
tun,80,902,clay content (0-30 cms),34,34,24,45,27,41
tza,171,107,veg_c (above ground biomass),3,3,1,67,2,4
tza,171,107,veg_c (below ground biomass),1,1,0,21,1,1
tun,80,903,clay content (0-30 cms),34,34,24,45,27,41
tun,80,904,clay content (0-30 cms),34,34,24,45,27,41
tun,80,906,clay content (0-30 cms),34,34,24,45,27,41
tun,80,907,clay content (0-30 cms),34,34,24,45,27,41
tza,171,204,veg_c (above ground biomass),3,2,0,67,1,3
tza,171,204,veg_c (below ground biomass),2,1,0,40,1,2
ven,156,1101,clay content (0-30 cms),33,34,24,43,30,41
ven,156,1103,clay content (0-30 cms),37,34,24,43,30,41
tza,171,206,veg_c (above ground biomass),3,2,0,66,1,3
tza,171,206,veg_c (below ground biomass),2,1,0,41,1,2
ven,156,1104,clay content (0-30 cms),40,34,24,43,30,41
tza,171,207,veg_c (above ground biomass),2,2,0,72,1,4
tza,171,207,veg_c (below ground biomass),1,1,0,35,1,2
ven,156,1105,clay content (0-30 cms),27,34,24,43,30,41
tza,171,901,veg_c (above ground biomass),2,2,1,58,1,3
tza,171,901,veg_c (below ground biomass),1,1,0,28,0,1
ven,156,1106,clay content (0-30 cms),35,34,24,43,30,41
tza,171,902,veg_c (above ground biomass),1,3,1,84,1,4
ven,156,1107,clay content (0-30 cms),30,34,24,43,30,41
alb,55,901,clay content (0-30 cms),34,35,23,43,29,41
tza,171,904,veg_c (above ground biomass),2,2,1,57,1,3
tza,171,904,veg_c (below ground biomass),1,1,0,29,0,1
alb,55,902,clay content (0-30 cms),34,35,23,43,29,41
alb,55,903,clay content (0-30 cms),35,35,23,43,29,41
tza,171,906,veg_c (above ground biomass),2,2,1,59,1,3
tza,171,906,veg_c (below ground biomass),1,1,0,27,0,1
alb,55,904,clay content (0-30 cms),33,35,23,43,29,41
tza,171,907,veg_c (above ground biomass),2,2,1,59,1,3
tza,171,907,veg_c (below ground biomass),1,1,0,27,0,1
alb,55,905,clay content (0-30 cms),36,35,23,43,29,41
alb,55,906,clay content (0-30 cms),37,35,23,43,29,41
alb,55,907,clay content (0-30 cms),36,35,23,43,29,41
eth,170,201,clay content (0-30 cms),38,35,22,48,31,41
tza,171,1004,veg_c (above ground biomass),2,1,1,65,1,3
tza,171,1004,veg_c (below ground biomass),1,1,0,37,1,2
eth,170,202,clay content (0-30 cms),37,35,22,48,31,41
eth,170,203,clay content (0-30 cms),32,35,22,48,31,41
tza,171,1006,veg_c (above ground biomass),3,2,1,73,1,3
tza,171,1006,veg_c (below ground biomass),1,1,0,28,0,1
eth,170,204,clay content (0-30 cms),32,35,22,48,31,41
tza,171,1007,veg_c (above ground biomass),1,2,1,69,1,3
tza,171,1007,veg_c (below ground biomass),1,1,0,32,0,1
eth,170,205,clay content (0-30 cms),37,35,22,48,31,41
tza,171,1101,veg_c (above ground biomass),1,1,0,19,0,2
tza,171,1101,veg_c (below ground biomass),2,2,0,29,0,3
eth,170,207,clay content (0-30 cms),36,35,22,48,31,41
tza,171,1102,veg_c (above ground biomass),1,1,0,19,0,2
tza,171,1102,veg_c (below ground biomass),2,2,0,29,0,3
gab,162,201,clay content (0-30 cms),33,35,25,51,32,41
tza,171,1103,veg_c (above ground biomass),2,2,1,31,1,3
tza,171,1103,veg_c (below ground biomass),1,1,0,17,0,2
gab,162,202,clay content (0-30 cms),37,35,25,51,32,41
tza,171,1104,veg_c (above ground biomass),2,2,1,31,1,3
tza,171,1104,veg_c (below ground biomass),1,1,0,17,0,2
ind,129,1,clay content (0-30 cms),37,35,0,47,28,41
tza,171,1105,veg_c (above ground biomass),2,2,1,31,1,3
tza,171,1105,veg_c (below ground biomass),1,1,0,17,0,2
ind,129,2,clay content (0-30 cms),32,35,0,47,28,41
tza,171,1106,veg_c (above ground biomass),1,2,0,29,0,3
tza,171,1106,veg_c (below ground biomass),1,1,0,19,0,2
ind,129,5,clay content (0-30 cms),40,35,0,47,28,41
tza,171,1201,veg_c (above ground biomass),1,1,0,44,1,2
tza,171,1201,veg_c (below ground biomass),1,1,0,45,1,2
ind,129,7,clay content (0-30 cms),40,35,0,47,28,41
mmr,116,101,clay content (0-30 cms),34,35,0,47,31,41
tza,171,1203,veg_c (above ground biomass),2,1,0,47,1,2
tza,171,1203,veg_c (below ground biomass),2,1,0,41,1,2
mmr,116,102,clay content (0-30 cms),37,35,0,47,31,41
tza,171,1204,veg_c (above ground biomass),2,1,0,66,1,2
tza,171,1204,veg_c (below ground biomass),1,0,0,22,0,1
mmr,116,103,clay content (0-30 cms),33,35,0,47,31,41
tza,171,1205,veg_c (above ground biomass),2,1,0,55,1,2
tza,171,1205,veg_c (below ground biomass),1,1,0,33,0,1
mmr,116,104,clay content (0-30 cms),32,35,0,47,31,41
tza,171,1206,veg_c (above ground biomass),1,1,0,60,1,2
mmr,116,105,clay content (0-30 cms),40,35,0,47,31,41
tza,171,1207,veg_c (above ground biomass),2,1,0,67,1,2
tza,171,1207,veg_c (below ground biomass),1,0,0,22,0,1
mmr,116,106,clay content (0-30 cms),34,35,0,47,31,41
mmr,116,107,clay content (0-30 cms),33,35,0,47,31,41
cod,183,901,clay content (0-30 cms),33,36,0,56,29,41
tza,179,101,veg_c (above ground biomass),4,2,0,65,1,4
tza,179,101,veg_c (below ground biomass),1,1,0,21,0,1
cod,183,902,clay content (0-30 cms),36,36,0,56,29,41
tza,179,102,veg_c (above ground biomass),3,2,0,60,1,4
tza,179,102,veg_c (below ground biomass),1,1,0,25,0,2
cod,183,903,clay content (0-30 cms),34,36,0,56,29,41
tza,179,103,veg_c (above ground biomass),3,2,0,52,1,3
tza,179,103,veg_c (below ground biomass),2,1,0,33,1,2
cod,183,904,clay content (0-30 cms),34,36,0,56,29,41
tza,179,105,veg_c (above ground biomass),2,2,0,62,1,4
tza,179,105,veg_c (below ground biomass),1,1,0,24,0,2
cod,183,905,clay content (0-30 cms),38,36,0,56,29,41
tza,179,106,veg_c (above ground biomass),4,3,0,67,1,4
tza,179,106,veg_c (below ground biomass),1,1,0,19,0,1
cod,183,906,clay content (0-30 cms),30,36,0,56,29,41
tza,179,107,veg_c (above ground biomass),4,3,0,67,1,4
tza,179,107,veg_c (below ground biomass),1,1,0,19,0,1
cod,183,907,clay content (0-30 cms),32,36,0,56,29,41
tza,179,201,veg_c (above ground biomass),2,2,1,69,1,4
tza,179,201,veg_c (below ground biomass),1,1,0,31,1,2
dom,101,1,clay content (0-30 cms),32,36,0,49,0,41
dom,101,2,clay content (0-30 cms),29,36,0,49,0,41
dom,101,3,clay content (0-30 cms),31,36,0,49,0,41
dom,101,4,clay content (0-30 cms),20,36,0,49,0,41
tza,179,206,veg_c (above ground biomass),2,2,1,73,1,4
tza,179,206,veg_c (below ground biomass),1,1,0,27,0,2
dom,101,5,clay content (0-30 cms),21,36,0,49,0,41
tza,179,207,veg_c (above ground biomass),3,2,1,74,1,4
tza,179,207,veg_c (below ground biomass),1,1,0,25,0,1
dom,101,6,clay content (0-30 cms),14,36,0,49,0,41
dom,101,7,clay content (0-30 cms),22,36,0,49,0,41
ind,155,1001,clay content (0-30 cms),35,36,0,49,32,41
tza,179,903,veg_c (above ground biomass),1,1,0,50,0,2
tza,179,903,veg_c (below ground biomass),1,1,0,40,0,2
ind,155,1002,clay content (0-30 cms),35,36,0,49,32,41
tza,179,905,veg_c (above ground biomass),1,1,1,51,1,2
tza,179,905,veg_c (below ground biomass),1,1,0,39,0,1
ind,155,1003,clay content (0-30 cms),38,36,0,49,32,41
tza,179,906,veg_c (above ground biomass),1,1,1,57,1,2
ind,155,1005,clay content (0-30 cms),35,36,0,49,32,41
tza,179,907,veg_c (above ground biomass),3,1,1,65,1,2
tza,179,907,veg_c (below ground biomass),1,0,0,25,0,1
ind,155,1006,clay content (0-30 cms),39,36,0,49,32,41
tza,179,1001,veg_c (above ground biomass),2,1,0,62,0,3
tza,179,1001,veg_c (below ground biomass),1,1,0,39,0,2
ind,155,1007,clay content (0-30 cms),38,36,0,49,32,41
irn,84,901,clay content (0-30 cms),35,36,24,50,31,41
tza,179,1003,veg_c (above ground biomass),2,1,0,67,0,3
tza,179,1003,veg_c (below ground biomass),1,1,0,35,0,2
irn,84,902,clay content (0-30 cms),35,36,24,50,31,41
tza,179,1005,veg_c (above ground biomass),3,2,0,75,0,3
tza,179,1005,veg_c (below ground biomass),1,1,0,27,0,1
isr,95,901,clay content (0-30 cms),37,36,36,45,36,41
isr,95,902,clay content (0-30 cms),37,36,36,45,36,41
tza,179,1007,veg_c (above ground biomass),2,2,0,74,0,3
tza,179,1007,veg_c (below ground biomass),1,1,0,27,0,1
isr,95,905,clay content (0-30 cms),37,36,36,45,36,41
tza,179,1101,veg_c (above ground biomass),2,1,0,17,0,3
tza,179,1101,veg_c (below ground biomass),4,2,0,32,0,5
isr,95,907,clay content (0-30 cms),37,36,36,45,36,41
tza,179,1102,veg_c (above ground biomass),1,1,0,20,0,3
tza,179,1102,veg_c (below ground biomass),2,2,0,30,0,5
mex,133,1101,clay content (0-30 cms),37,36,33,44,35,41
tza,179,1103,veg_c (above ground biomass),1,1,0,25,0,4
tza,179,1103,veg_c (below ground biomass),1,1,0,25,0,4
mex,133,1102,clay content (0-30 cms),38,36,33,44,35,41
mex,133,1103,clay content (0-30 cms),38,36,33,44,35,41
tza,179,1202,veg_c (above ground biomass),1,0,0,23,0,1
tza,179,1202,veg_c (below ground biomass),1,0,0,16,0,1
mex,133,1105,clay content (0-30 cms),40,36,33,44,35,41
mex,133,1107,clay content (0-30 cms),41,36,33,44,35,41
mex,135,101,clay content (0-30 cms),34,36,25,44,30,41
mex,135,102,clay content (0-30 cms),35,36,25,44,30,41
mex,135,103,clay content (0-30 cms),40,36,25,44,30,41
mex,135,105,clay content (0-30 cms),37,36,25,44,30,41
tza,183,101,veg_c (above ground biomass),1,2,0,96,0,4
mex,135,106,clay content (0-30 cms),40,36,25,44,30,41
tza,183,102,veg_c (above ground biomass),2,2,0,87,0,4
tza,183,102,veg_c (below ground biomass),1,1,0,31,0,1
mex,135,107,clay content (0-30 cms),32,36,25,44,30,41
tza,183,103,veg_c (above ground biomass),4,2,0,91,0,4
tza,183,103,veg_c (below ground biomass),1,1,0,27,0,1
mys,139,1201,clay content (0-30 cms),38,36,27,42,31,41
tza,183,105,veg_c (above ground biomass),3,2,0,86,0,4
tza,183,105,veg_c (below ground biomass),1,1,0,32,0,1
mys,139,1202,clay content (0-30 cms),40,36,27,42,31,41
tza,183,106,veg_c (above ground biomass),3,2,0,87,0,4
tza,183,106,veg_c (below ground biomass),1,1,0,30,0,1
mys,139,1205,clay content (0-30 cms),40,36,27,42,31,41
tza,183,107,veg_c (above ground biomass),3,2,0,88,0,4
tza,183,107,veg_c (below ground biomass),1,1,0,30,0,1
mys,139,1207,clay content (0-30 cms),39,36,27,42,31,41
tza,183,201,veg_c (above ground biomass),3,3,0,79,1,5
tza,183,201,veg_c (below ground biomass),1,1,0,32,0,2
png,173,101,clay content (0-30 cms),34,36,0,56,31,41
png,173,102,clay content (0-30 cms),37,36,0,56,31,41
tza,183,203,veg_c (above ground biomass),3,3,0,70,1,4
tza,183,203,veg_c (below ground biomass),2,2,0,40,0,2
png,173,105,clay content (0-30 cms),39,36,0,56,31,41
tza,183,205,veg_c (above ground biomass),2,3,0,77,1,4
tza,183,205,veg_c (below ground biomass),1,1,0,33,0,2
png,173,107,clay content (0-30 cms),39,36,0,56,31,41
tza,183,207,veg_c (above ground biomass),2,3,0,74,1,4
tza,183,207,veg_c (below ground biomass),1,1,0,36,0,2
sur,161,101,clay content (0-30 cms),32,36,0,51,30,41
tza,183,901,veg_c (above ground biomass),2,1,1,69,1,2
tza,183,901,veg_c (below ground biomass),1,1,0,28,0,1
sur,161,102,clay content (0-30 cms),36,36,0,51,30,41
sur,161,103,clay content (0-30 cms),38,36,0,51,30,41
tza,183,903,veg_c (above ground biomass),2,1,1,68,1,2
tza,183,903,veg_c (below ground biomass),1,1,0,29,0,1
sur,161,104,clay content (0-30 cms),34,36,0,51,30,41
sur,161,105,clay content (0-30 cms),35,36,0,51,30,41
tza,183,907,veg_c (above ground biomass),1,1,0,57,1,2
tza,183,907,veg_c (below ground biomass),1,1,0,40,0,1
sur,161,106,clay content (0-30 cms),41,36,0,51,30,41
tza,183,1001,veg_c (above ground biomass),2,2,0,80,1,3
tza,183,1001,veg_c (below ground biomass),1,1,0,44,0,2
sur,161,107,clay content (0-30 cms),36,36,0,51,30,41
tza,171,101,clay content (0-30 cms),32,36,19,59,31,41
tza,183,1003,veg_c (above ground biomass),3,2,0,93,1,4
tza,183,1003,veg_c (below ground biomass),1,1,0,30,0,1
tza,171,102,clay content (0-30 cms),38,36,19,59,31,41
tza,183,1004,veg_c (above ground biomass),3,2,0,93,1,4
tza,183,1004,veg_c (below ground biomass),1,1,0,30,0,1
tza,171,103,clay content (0-30 cms),38,36,19,59,31,41
tza,171,104,clay content (0-30 cms),39,36,19,59,31,41
tza,183,1006,veg_c (above ground biomass),3,2,0,94,1,4
tza,183,1006,veg_c (below ground biomass),1,1,0,30,0,1
tza,171,105,clay content (0-30 cms),39,36,19,59,31,41
tza,183,1007,veg_c (above ground biomass),1,2,0,80,1,3
tza,171,106,clay content (0-30 cms),40,36,19,59,31,41
tza,183,1101,veg_c (above ground biomass),1,1,1,9,1,1
tza,171,107,clay content (0-30 cms),34,36,19,59,31,41
tza,183,1102,veg_c (above ground biomass),1,1,1,9,1,1
ven,156,1,clay content (0-30 cms),34,36,28,42,30,41
ven,156,2,clay content (0-30 cms),35,36,28,42,30,41
ven,156,3,clay content (0-30 cms),36,36,28,42,30,41
tza,188,201,veg_c (above ground biomass),2,3,1,64,2,4
tza,188,201,veg_c (below ground biomass),1,1,0,24,1,2
ven,156,5,clay content (0-30 cms),36,36,28,42,30,41
tza,188,202,veg_c (above ground biomass),3,3,0,60,2,4
tza,188,202,veg_c (below ground biomass),1,1,0,29,1,2
ven,156,6,clay content (0-30 cms),36,36,28,42,30,41
tza,188,901,veg_c (above ground biomass),2,2,0,62,1,3
tza,188,901,veg_c (below ground biomass),1,1,0,25,0,1
blz,111,1102,clay content (0-30 cms),38,37,32,42,32,41
tza,188,902,veg_c (above ground biomass),2,2,0,61,1,3
tza,188,902,veg_c (below ground biomass),1,1,0,26,0,1
blz,111,1105,clay content (0-30 cms),38,37,32,42,32,41
tza,188,1001,veg_c (above ground biomass),2,3,0,59,1,3
tza,188,1001,veg_c (below ground biomass),1,1,0,20,0,1
gtm,111,1001,clay content (0-30 cms),33,37,0,47,35,41
tza,188,1002,veg_c (above ground biomass),2,2,0,56,1,3
tza,188,1002,veg_c (below ground biomass),1,1,0,23,0,1
gtm,111,1002,clay content (0-30 cms),36,37,0,47,35,41
gtm,111,1003,clay content (0-30 cms),36,37,0,47,35,41
gtm,111,1004,clay content (0-30 cms),36,37,0,47,35,41
gtm,111,1005,clay content (0-30 cms),40,37,0,47,35,41
gtm,111,1006,clay content (0-30 cms),36,37,0,47,35,41
gtm,111,1007,clay content (0-30 cms),45,37,0,47,35,41
gtm,135,1001,clay content (0-30 cms),38,37,32,46,34,41
gtm,135,1002,clay content (0-30 cms),38,37,32,46,34,41
gtm,135,1005,clay content (0-30 cms),37,37,32,46,34,41
gtm,135,1007,clay content (0-30 cms),37,37,32,46,34,41
hnd,135,1101,clay content (0-30 cms),37,37,33,43,34,41
hnd,135,1102,clay content (0-30 cms),37,37,33,43,34,41
uga,87,201,veg_c (above ground biomass),3,1,1,101,1,4
uga,87,201,veg_c (below ground biomass),1,0,0,45,0,2
hnd,135,1103,clay content (0-30 cms),37,37,33,43,34,41
uga,87,202,veg_c (above ground biomass),2,1,1,101,1,4
uga,87,202,veg_c (below ground biomass),1,0,0,45,0,2
hnd,135,1105,clay content (0-30 cms),37,37,33,43,34,41
uga,87,203,veg_c (above ground biomass),4,1,1,102,1,4
uga,87,203,veg_c (below ground biomass),2,0,0,44,0,2
hnd,135,1107,clay content (0-30 cms),37,37,33,43,34,41
uga,87,205,veg_c (above ground biomass),1,1,1,97,1,3
uga,87,205,veg_c (below ground biomass),1,0,0,49,1,2
hrv,55,1001,clay content (0-30 cms),36,37,0,45,31,41
uga,87,206,veg_c (above ground biomass),3,1,1,99,1,4
uga,87,206,veg_c (below ground biomass),2,0,0,47,0,2
hrv,55,1002,clay content (0-30 cms),36,37,0,45,31,41
uga,87,207,veg_c (above ground biomass),2,1,0,89,1,3
uga,87,207,veg_c (below ground biomass),1,1,0,57,1,2
hrv,55,1005,clay content (0-30 cms),30,37,0,45,31,41
hrv,55,1007,clay content (0-30 cms),39,37,0,45,31,41
ind,123,2,clay content (0-30 cms),38,37,35,42,35,41
ind,155,201,clay content (0-30 cms),35,37,28,47,32,41
ind,155,202,clay content (0-30 cms),36,37,28,47,32,41
ind,155,205,clay content (0-30 cms),34,37,28,47,32,41
ind,155,207,clay content (0-30 cms),35,37,28,47,32,41
mex,91,1401,clay content (0-30 cms),31,37,16,53,34,41
mex,91,1402,clay content (0-30 cms),29,37,16,53,34,41
mex,91,1406,clay content (0-30 cms),37,37,16,53,34,41
mex,91,1407,clay content (0-30 cms),39,37,16,53,34,41
mex,134,1201,clay content (0-30 cms),38,37,23,51,33,41
mex,134,1202,clay content (0-30 cms),37,37,23,51,33,41
mex,134,1203,clay content (0-30 cms),37,37,23,51,33,41
